Product Name,Brand Name,Reviews
Hybrid Workloads,Enterprise,"Ian is very professional, responsive, and technical. Thanks for all your support and help Ian!",
Hybrid Workloads,Enterprise,"Ian is very professional, responsive, and technical. Thanks for all your support and help Ian!",
Hybrid Workloads,Enterprise,",",
Hybrid Workloads,Enterprise,Great solutions and support,
SaaS Apps,SaaS,Thank you for the support on the case,
Native Workloads,Enterprise,Really liked Ian,
SaaS Apps,SaaS,"Many thanks for quick response, being on call and help.",
Hybrid Workloads,Enterprise,The app is not what I expected.,
SaaS Apps,SaaS,no,
Endpoints,EP,"Gagandeep was very polite, helpful and obviously knows his stuff. Really good experience and timely resolution",
Native Workloads,Enterprise,Ignored my emails and closed ticket. Most unimpressed.,
SaaS Apps,SaaS,The best support always,
SaaS Apps,SaaS,Issue was resolved very quickly. Thank you!,
Hybrid Workloads,Enterprise,Issue resolved at the first resolution provided. Kudos to the support.,
Endpoints,EP,Great support when the Druva service is down. Knowledgable engineers with zoom remote support. Kudo for Vikram and Krishnaprasad. I appreciate all your quick solution on the Druva SSO setup and explanation !!!,
Hybrid Workloads,Enterprise,Thank you!,
SaaS Apps,SaaS,I appreciate the support!,
SaaS Apps,SaaS,Great response and assistance.,
SaaS Apps,SaaS,"Faizan responded within minutes of submitting a support ticket. he was very knowledgeable, quick and resolved my issue on the first try.",
Hybrid Workloads,Enterprise,Need a better search engine for the documentation.,
Hybrid Workloads,Enterprise,"every interaction with druva support was great. Wish we could have resolved the long running log job removal on the back end sooner as was asked to restart multiple times after I did this with the original tech. After the original trouble shooting session, I was under the assumption that engineering was going to remove the stuck job on the back end and it took several days and the resolution was to get on a zoom meeting and it took 15 minutes to run that script which then allowed us to cancel the job. Seems that could have been done much sooner as this was a LOB system that if we lost could have been very bad for me.",
Hybrid Workloads,Enterprise,Amin Baig and Giri Pillarigunta were fantastic support on this issue,
Hybrid Workloads,Enterprise,"I'm very frustrated with the sales side of Druva. It was a salesman that stated the setting was a best practice and would have no effect on retention. He also stated that he would open a case over a week before it was done. Once the support case was opened it went very poorly. It was made very difficult to get the ""authorization"" and then once that was addressed the expectation was that the issue was going to be resolved immediately, not only did it take several days but no one was ever able to provide any kind of time to resolve estimate, just kept stating that it was a priority. IF that is priority service I need to find another service provider.",
Hybrid Workloads,Enterprise,Akshay Nair was very helpful and his troubleshooting was top notch. Would love to work with him again when I submit future tickets.,
SaaS Apps,SaaS,Jabir was quick to help and was very patient when I couldn't follow up as promptly as I would have liked. Excellent service!,
Endpoints,EP,Appreciate for quick support and knowledge of application.,
SaaS Apps,SaaS,Excellent support!,
Hybrid Workloads,Enterprise,"Very good communications, prompt and support is 100%",
Hybrid Workloads,Enterprise,Excellent communications,
Endpoints,EP,A good support provided.,
Endpoints,EP,Changes made to the UI is too frequent and not so ideal as admins are required to keep trying to navigate around to find what we need to find.,
Hybrid Workloads,Enterprise,Thank you for the assistance!,
Hybrid Workloads,Enterprise,All the engineer that and have dealt with are very professional.,
Endpoints,EP,Good explanation,
Hybrid Workloads,Enterprise,Nagesh was very quick to jump on the line and help us troubleshoot. He was able to prove the issue was on the customer FW blocking the config and point us in the right direction to resolution quickly.,
SaaS Apps,SaaS,"Engineer was friendly, prompt and fixed issue quickly thank you",
Endpoints,EP,A good help has been provided.,
Endpoints,EP,In this particular case response was very slow & engineer who handled this issue initially took too much time & not aware of bug with 7.2 agent version,
Hybrid Workloads,Enterprise,Kunal J. was great and quick to respond to the case. He was able to prove the issue was on the customer network quickly for customer to resolve their FW issues.,
Hybrid Workloads,Enterprise,I really appreciate when I call and learn something. Thank you!,
Endpoints,EP,"The use of the same client for multiple cloud platforms is a source of confusion. As GovCloud customers, our users often forget to pick the option when downloading the latest inSync client or attempting to re-activate their backups. They somehow overlook that the drop down menu is there. Maybe naming one set of inSync clients inSyncGov and releasing the compatible versions with GovCloud with that name. It is the same as InSync, I know. It might make keeping track of compatible versioning a little easier? Then there is Apple changing their OS on a Monthly basis it seems. Keeping track of which version of the inSync client will run on a Macbook is rough. You provide all the necessary information, it is just so many points to check and make are right. Okay so I have GovCloud, therefore I have a choice of these three clients, but my OS is Monterey, so actually only these last two clients will work. Smarter clients might help. ""This version is not supported on govcloud."" You do have it well organized, but there is always room for improvement.",
Endpoints,EP,"This ticket took too long to get resolved. For the first few weeks my time was wasted having the tech collect logs. It was clear that he didn't know what was causing the problem. It wasn't until a new tech started working on it that we were able to resolve it, but even that took more than a week.",
Endpoints,EP,Thanks Jose - job well done.,
Hybrid Workloads,Enterprise,Thanks for supporting us.,
SaaS Apps,SaaS,Keep going as you’re going. I just made the move over and I’ve yet to be truly disappointed. Worth every penny and then some!,
Hybrid Workloads,Enterprise,Support is always swift to respond and gives thought out meaningful advice and solves any issue we have in a timely manner!,
SaaS Apps,SaaS,"Online KB (training/videos included) has grown rapidly in past year or so - very much appreciated. Looking for 'official' github repo of examples to use for APIs, etc. See a lot of general user-based repositories, just nothing 'official' (unless this does exist, then it is not filtering to the top of 'druva' searches within github). Great experience with support. Fast response and quick resolution. Thank you!",
Hybrid Workloads,Enterprise,NA,
Hybrid Workloads,Enterprise,Great!,
Endpoints,EP,Call back was quick and solution was easily explained.,
Native Workloads,Enterprise,"Ian Wilson did an excellent job, as usual, capturing the essence of the reporting issue, and followed through until it was resolved, while providing timely communication throughout the process.",
Endpoints,EP,There is lots of demands from customer side for cyber security feature real time malware/ransomware detection zero day threat protection kind of things,
Endpoints,EP,not so easy to find information on the portal - but great support - friendly fast an knowledgeable - and helped me to help myself - increased my understanding so i can resolve more issues myself in future,
SaaS Apps,SaaS,keep up the good work good product,
Hybrid Workloads,Enterprise,Excellent customer service.,
Hybrid Workloads,Enterprise,"Manoj Mhasal was a big help, very professional",
Endpoints,EP,I wish I could have the same sir help me every time. He was fantastic.,
SaaS Apps,SaaS,I wish I could have the same sir help me every time. He was fantastic.,
Endpoints,EP,"We worked with Aaquib Mulla on this Critical incident. He was knowledgeable, flexible in schedule, and very friendly. This was a great experience.",
Endpoints,EP,"Jose Gonzales is quick to reply, very knowledgeable and professional. We resolved my technical issue in no time, and he even showed how to troubleshoot by doing screen sharing via Zoom. Excellent customer support by him!",
Hybrid Workloads,Enterprise,Great Communication.,
Hybrid Workloads,Enterprise,Good Communication.,
Hybrid Workloads,Enterprise,It always a great experience with technical team,
Endpoints,EP,Great customer service,
SaaS Apps,SaaS,Your support engineer was very helpful. Please thank him!,
Endpoints,EP,good explanation. thank you for the help.,
Hybrid Workloads,Enterprise,Ian was very quick to take the case and help find resolution. He was also able to hop on a call with the customer to help answer deep dive SQL questions related to the case to help bring the POC to a technical win.,
Hybrid Workloads,Enterprise,Thank you Raj for being patient while we figured out why the static IP config doesn't work on the AHV Druva 6.3 proxy download. We found a solution.,
Hybrid Workloads,Enterprise,"All good, thank you",
SaaS Apps,SaaS,Support was responsive and friendly. Thanks,
Hybrid Workloads,Enterprise,"The Druva support team is amazing! Fast, thorough, knows the product well, and jumps quickly to assist. What can be said of the product aside from it's stellar? The best I've ever used and it just keeps improving. It's not often that a backup solution would be considered exciting but Druva most certainly is!",
Hybrid Workloads,Enterprise,Very professional and direct support. Explained everything clear and concise. Great experience.,
Endpoints,EP,"All are good, continue the same.",
SaaS Apps,SaaS,Thank you for the assistance!,
Endpoints,EP,Krishnaprased B. did an outstanding job today by quickly supporting our company with an account technical issue.,
SaaS Apps,SaaS,Great support; Knowledgeable and courteous,
Hybrid Workloads,Enterprise,Syed was great. Very knowledgeable and resolved my emergency as quickly as he could.,
Hybrid Workloads,Enterprise,Good experience,
Hybrid Workloads,Enterprise,Very quick response and assurance with answers that helped immediately. Thank you!,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
SaaS Apps,SaaS,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
SaaS Apps,SaaS,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
SaaS Apps,SaaS,Thank you for your quick response. Thank you for your continued support.,
SaaS Apps,SaaS,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Thank you for your quick response. Thank you for your continued support.,
Endpoints,EP,Thank you for your quick response. Thank you for your continued support.,
Hybrid Workloads,Enterprise,Ajinkya couldn't have done better. Had me up and running in no time at all. Great service.,
Hybrid Workloads,Enterprise,"As far as I'm concerned, Rajkunwer Singh is the best support person in the Druva World! He is fantastic, explains everything, and tries his best to support us and get our backups going again. He is top-level support!!!",
Hybrid Workloads,Enterprise,Very good and fast support,
SaaS Apps,SaaS,"We spent a significant amount of time in POC. Eventually, we decided not to proceed with Druva, based on the poor experience with Druva Support and the lack of communication/updates. I would suggest improving the Support experience for the end user, this is what will win you more prospects/clients",
Hybrid Workloads,Enterprise,"Rajkunwer Singh is the best support person I ever had! He has helped me multiple times in my environment, and I think very highly of him. He is the BEST!!!",
Hybrid Workloads,Enterprise,Great as always,
Endpoints,EP,he got awesome knowledge in Druva Excellent,
Hybrid Workloads,Enterprise,Great.,
SaaS Apps,SaaS,Quick response and solution. Thanks Team keep -up the good work.,
Hybrid Workloads,Enterprise,"The technicians are always great at their job, especially Rajkunwer Singh. He is always quick to help and very knowledgeable on the subjects I need assistance with. ---- My critique is of the Druva user interface. It is clunky, for example some features like manage administrators. If you go to the drop down on the top of the UI with the gear icon, it says no administrators are there. To actually access administrators, you have to use the top left button and look all the way down on the list. An easy solution for this would be to decide on one location of 'manage administrators.' Delete the one that doesn't work. --- Unfortunately, the UI is not user friendly to people who are new to the product. Even I have been using Druva for two years but still have issues with very basic things because it is not intuitive for front end usage. When I started two years ago, it was a disaster I cannot lie. With all of these new updates, it has only gotten more confusing. Less is more in this case. --- That being said, I enjoy using Druva, and it gets the job done. The techs help when something is wrong, and the problem resolves fast. Excellent customer service despite interface issues, great product.",
SaaS Apps,SaaS,"Space Constraint, earlier it was 1:10, but now it is difficult to manage the backups space. Need to improve on the compression rate.",
Hybrid Workloads,Enterprise,Kunal and team did a fantastic job resolving this cosmetic issue for the customer.,
SaaS Apps,SaaS,"Great customer service, patient and double check to make sure everything is good",
Hybrid Workloads,Enterprise,Very quick response to my problem.. Thank you..,
Hybrid Workloads,Enterprise,The engineer Rajkunwer Singh did a great job helping me get the problem fixed quickly.,
SaaS Apps,SaaS,The agent had excellent knowledge of the product and resolved the issue very quickly. He also answered some additional questions I had,
SaaS Apps,SaaS,"Very quick and efficient support was provided. Thank you, Krishna. Well done.",
Hybrid Workloads,Enterprise,Received great support whenever required. Thanks a lot.,
Endpoints,EP,"I always have most wonderful, helpful support experiences.",
Hybrid Workloads,Enterprise,The engineer was very helpful and was quick to resolve my issue.,
Endpoints,EP,Really great support staff. Always quick to respond and helpful. Druva can be a little opaque.,
SaaS Apps,SaaS,I like the fast supoort. Reply was quick and helpful.,
SaaS Apps,SaaS,The support team created a fix for the customer's Sensitive data governance issue and resolved it within a month. Good timing.,
SaaS Apps,SaaS,the support personal does not seem sure about this answer. He does not seem familiar with Druva at all. He did not know the limitations of the search restore functionality. He closed the case without explaining the resolution clearly.,
Hybrid Workloads,Enterprise,"Olivier Tchuitio was a great help, thanks",
Endpoints,EP,The way Sadiya Pathan has supported us was brilliant. She is very nice during the support. Thanks a lot for the support.,
Hybrid Workloads,Enterprise,The Support system is working extremely good. It's quick and helpful. They don't ask for unnecessary questions. I am super happy .,
Endpoints,EP,"Really good, really knowledgeable and easily sorted the issue for me.",
Hybrid Workloads,Enterprise,Very king and professional support personel,
SaaS Apps,SaaS,"Great support as always, thanks again for helping me with this!",
Hybrid Workloads,Enterprise,No suggestions for improvement,
Hybrid Workloads,Enterprise,No suggestions for improvement,
Endpoints,EP,"Well done, no suggestions for improvement",
SaaS Apps,SaaS,"Excellent, Great response",
Hybrid Workloads,Enterprise,Brilliant Support and Product,
SaaS Apps,SaaS,Thank you,
SaaS Apps,SaaS,Excellent support from Aquib Mulla.,
Hybrid Workloads,Enterprise,Rajkunwer Singh was extremely helpful in getting my issue resolved in a timely manner. he was very professional and maintained prompt communication. Excellent support!,
Hybrid Workloads,Enterprise,Abhishek Kamle provided excellent support with my issue. He is very patient and transferred the knowledge to me via zoom video which I very much appreciate. Very professional support. Thank you!,
Endpoints,EP,Thank you,
Hybrid Workloads,Enterprise,Ian Wilson was fantastic at finding the root cause and resolution. Very efficient and professional. The customer was able to understand the reasons for the failures and was able to apply the changes to resolve it quickly.,
SaaS Apps,SaaS,It wasn't clear from communication that the backups were going to automatically re-start. Some of the backups had been failing for just over two days. It took a few hours from the update that it was backend error until the backups restarted.,
Endpoints,EP,good explanation,
SaaS Apps,SaaS,"Mahesh was responsive and continued following up with the case, thank you for the assistance.",
SaaS Apps,SaaS,Quick response and fix - I didn't expect the quick engineering turnaround.,
SaaS Apps,SaaS,Unnecessary ticket but happy you have a check-in when an unusual activity happens.,
SaaS Apps,SaaS,"patient, thorough, made sure the problem was resolved",
Native Workloads,Enterprise,To many issues trying to get this Storage to work and nobody has all the answers to what should be normal procedures such as why we are being told it will delete hundreds of backup file during migration of storage. The engineer was suppose to get me an answer and didn't.,
SaaS Apps,SaaS,The tenacity of the team in keeping up with this issue until completion was very much appreciated! Excellent work getting to the bottom of the issue!,
Endpoints,EP,Abdul provided me excellent support on this case. Really appreciable!!,
Hybrid Workloads,Enterprise,Make it easier to find the button for creating a new case.,
SaaS Apps,SaaS,"Excellent support, as always. Keep up the great work!",
Hybrid Workloads,Enterprise,Nagesh was very helpful to t/s issues with the POC customer. Not only he helped resolve the issue but worked in my absence to keep customer engaged.,
SaaS Apps,SaaS,"As a customer, it is not acceptable that a basic interface such as the Azure AD sync/import and thus the backup, generally does not work for several weeks. Since 08.01.23 the creation of new users based on an AD group does not work for BBC Group and other customers. According to Druva (via support) this will only be fixed on 04.02.23. As long as the customer had no backup for new users.",
SaaS Apps,SaaS,Thank you for a fast answer,
Hybrid Workloads,Enterprise,Excellent support,
SaaS Apps,SaaS,Good explanation,
Endpoints,EP,Thank you for grate job !,
Hybrid Workloads,Enterprise,Great communication from Support and super quick and helpful,
SaaS Apps,SaaS,Jose G. was great. Continuous followups to help with the issue.,
SaaS Apps,SaaS,Job well done. managed to fix the problem,
Hybrid Workloads,Enterprise,You support engineer was very knowledgeable,
SaaS Apps,SaaS,Great Support - Certainly a refreshing and welcome difference to the 'normal' tech support experience with other companies.,
SaaS Apps,SaaS,Thank you for a wonderful support experience.,
Endpoints,EP,Service increase time line,
Hybrid Workloads,Enterprise,Quick and outstanding professionel.,
SaaS Apps,SaaS,"More detailed information about performance expectation, because that is very relevant when doing migrations a thinking about the strategies",
Endpoints,EP,Thank you for your help !,
Endpoints,EP,"There are quite a few bugs that we have encountered with the online admin portal. These really need to be addressed. I also do not like that we have to wait 5 days or so after disabling a backup set before we can delete the backup. I’m not a child. I don’t need Druva to restrict me in that manner. If a backup is erroneously deleted, I’m sure you could help us restore it. Making us wait 5 days between disabling and deleting is just an annoyance. This of course doesn’t have anything to do with this particular ticket. It is just an overall observation.",
Hybrid Workloads,Enterprise,Another wonderful support experience.,
SaaS Apps,SaaS,Need a native way to manage Shared Mailboxes,
Hybrid Workloads,Enterprise,Great session.,
Hybrid Workloads,Enterprise,"it took me a little while to find the place to open support case, it would be nicer if it is more accessible",
SaaS Apps,SaaS,Your support teams are always quick and knowledgeable!,
Hybrid Workloads,Enterprise,Good explanation,
SaaS Apps,SaaS,"krishnaprasad has great patience to listen and understand our issues and provide the exact required solution considering all the possibilities. he is very deeply proficient with his ideas and knowledge and that is really helpful to achieve our end goal. he also did provide suggestions which we did not consider and was really helpful he did also cut down the manual work by at least 50 % by his ideas, really helpful and thankful about it",
Endpoints,EP,Swift response to the ticket. Much appreciate that.,
SaaS Apps,SaaS,"Jose is always easy to work with. Communicates often, and provides good details on the resolution.",
Native Workloads,Enterprise,Derick has worked consistently on the issue to make sure it is understood and made sure it was fixed.,
Hybrid Workloads,Enterprise,"First Class - super fast response. The Tech guys knew there stuff. Resolution provided to my problem. Thank you guys, first rate.",
Endpoints,EP,"Mahesh was great, best support help from Druva that I've ever had!",
SaaS Apps,SaaS,"Know its out of Druva's hands, but the M365/Azure Throttling is a lot to deal with. No statistics available as to predictive throttling to better schedule (stagger, etc) backups or reduce backup frequency that may result in better backup times (more things backed up) based on Throttle feedback -- GraphAPI kicks back wait X seconds before retry on a throttle per call (even per account/object in a call, depending) --- easy enough to take that info, temp store it - calculate the overall wait and apply that to predictive results.",
Hybrid Workloads,Enterprise,Appreciate your help,
SaaS Apps,SaaS,E-support is excellent and helpful in their support of the Druva Field sales teams. PRompt response.,
Native Workloads,Enterprise,"Great response time, appeciate the help.",
Endpoints,EP,very good support,
SaaS Apps,SaaS,Support team was never able to resolve my issue and the case was marked as closed don't know why,
SaaS Apps,SaaS,The faster resolution provided by the Engineer. Good Job Faizan.,
SaaS Apps,SaaS,"When we converted to SCIM in 2022, we were not directed to delete the AD Connector and move to the Key Manager. When we made the switch, we were not directed to have a tenant admin re-authenticate. After re-authentication it took two days to recover -- this expectation was not set. All well now; but I am surprised we were not directed to do all the steps at once, instead of having to fix each failure one at a time.",
SaaS Apps,SaaS,Abishek provided outstanding support!! Very professional and knowledgeable,
SaaS Apps,SaaS,Abishek provided outstanding support!! Very professional and knowledgeable,
Endpoints,EP,Thanks for the help!,
Hybrid Workloads,Enterprise,Very clear instructions.,
SaaS Apps,SaaS,"Rep was very kind, patient and knowledgeable",
Hybrid Workloads,Enterprise,"Ajinkya was incredibly helpful and went above and beyond to assist with my request for information. Their friendly and professional demeanor made the process smooth and stress-free. They provided clear and concise answers, making sure I was fully satisfied before ending the conversation. I am highly impressed with their level of customer service and would recommend them to anyone in need of support. I'm really happy with choosing Druva.",
Hybrid Workloads,Enterprise,Excellent service on this case,
Hybrid Workloads,Enterprise,Love the process of working.,
Hybrid Workloads,Enterprise,Rajkunwer was great and patient working with me to get our versions updated and working again.,
SaaS Apps,SaaS,Support is always fast to respond and provide solutions right away.,
Hybrid Workloads,Enterprise,"All information provided by Support engineer is nice and his technical knowledge also good. Everting is fine, no issue. Give him 9 rating.",
Hybrid Workloads,Enterprise,It seems like I get better support engineers compared to other vendor support engineers. Druva engineers are very professional and very helpful.,
Native Workloads,Enterprise,"Great work from Kunal, as always. Thank you Kunal!",
Native Workloads,Enterprise,"Thank you Giri, quick to respond and update, great service",
SaaS Apps,SaaS,Jabir did an excellent job following up and getting a resolution to my issue. Thanks,
Endpoints,EP,"Thank you for an extremely competent, insightful and helpful support session",
SaaS Apps,SaaS,"Thank you for your support, have a great support system, I receive faster response.",
Hybrid Workloads,Enterprise,"Akshat was professional, knowledgeable and a pleasure to work with! Thanks, Steve",
Hybrid Workloads,Enterprise,"keep up the good work with the support engineers, a couple years ago it was very difficult to understand them. my experience today was excellent and pradeep spoke very clearly and his instructions were concise and very helpful and we were able to resolve my issues quickly",
Hybrid Workloads,Enterprise,"Besides Druva's amazing software, it is their amazing Tech Support that makes me keep using they products and services for the last 15 years. Its always a pleasure to interact with techs like Olivier Tchuitio the support engineer who called my offices and didn't give up calling until I picked up the phone. Then he was patient until I accessed the network infrastructure, logged into his online meeting and logged into druva. By now a typical Support tech would have given up. But Olivier listened watched and then guided me to correctly configure my backups so that we are once again back online. It is a pleasure to always speak with Druva Support Engineers. One of the few companies that still call you back and have human interactions. You are 5 STAR All-Stars.",
Endpoints,EP,Informative,
Hybrid Workloads,Enterprise,Overall excellent,
SaaS Apps,SaaS,I received a call back very quickly. The engineer was very knowledgable and was able to resolve my issue.,
Hybrid Workloads,Enterprise,"I would just like to give some good feedback on one of your support engineers - Ajinkya Darekar. He dealt with our last few queries extremely well, very efficient and a real pleasure to talk to and work with. He's a real asset to the Druva team! Rgds, Geoff",
Hybrid Workloads,Enterprise,Portal is very limited. Many colums cut short the data making the view useless. I did see many changes to the portal but none of them are meaningfull to the customer at all.,
SaaS Apps,SaaS,All steps were talked through and explained clearly,
SaaS Apps,SaaS,Engineer Aaquib is extremely helpful in resolving all technical issues. Kudos Aaquib!!!,
Hybrid Workloads,Enterprise,"inSync is good but management UI could be better, quite confusing. Phoenix is complicated, I hate proxies and depending on another VM to backup VMs on your host, isn't ideal for BC/DR especially when that proxy becomes problematic.",
SaaS Apps,SaaS,Thank you!,
Endpoints,EP,"good support, try to continue equal.",
Hybrid Workloads,Enterprise,Abhi was great and professional.,
SaaS Apps,SaaS,good support thank you,
Endpoints,EP,adding a community forum to have people search for recent issues would help,
Hybrid Workloads,Enterprise,Ian was able to help me quickly and succinctly explain not only how to resolve my issue but also mitigate the issue from happening as often in the future.,
SaaS Apps,SaaS,I've used you before (even did a feedback video for your Marketing Department). I finally got approval to bring DRUVA to my new company and needed some assistance with setup. He did such a great job explaining the best way to go live. We're up and running!,
SaaS Apps,SaaS,"I'm vey satisfied with the support from Druva team, especially Abhishek Bheke.",
Endpoints,EP,"Sanjeev explanation was very good, I would like to thanks to him.",
SaaS Apps,SaaS,This case was figured out and closed with swiftness. Jabir was great at following up and went above and beyond what was needed.,
SaaS Apps,SaaS,"I've sent a lengthy list of feature requests to our account manager, Varun Gaikwad. Two more feature requests were required from this one support ticket.",
Hybrid Workloads,Enterprise,It would be nice if there was a way to use Druva to backup Azure VM.,
Hybrid Workloads,Enterprise,The engineers I have dealt with are very professional.,
SaaS Apps,SaaS,Keep up the good work.,
SaaS Apps,SaaS,Support analyst was very helpful and informative.,
Endpoints,EP,"Can you update the documentation page for curated snapshots to say that the malicious file scan option will not be available during restores of the curated snapshot, if it is for the same day?",
Native Workloads,Enterprise,Using Phoenix Storage with CloudRanger is a new product that has been poorly implemented. There is no reporting for CloudRanger backups stored in Phoenix Storage and Indexing doesnt work either.,
SaaS Apps,SaaS,Thank you,
Hybrid Workloads,Enterprise,Case closed without confirmation,
Hybrid Workloads,Enterprise,"It always to work with the Support guys, They are friendly and make environment in which we can easily elaborate each & everything. Thumbs Up guys!",
Endpoints,EP,"the representative was knowledgeable, diligent, and clear. Thank you!",
SaaS Apps,SaaS,Excellent support provide by Aaquib and rest of team,
Endpoints,EP,"Support rep was good because they initially pushed for a call to discuss, but I told them email works better, and they listened and did not push for a call unnecessarily. We ended up resolving it fine via email. Thank you.",
Endpoints,EP,Prompt support - technician was knowledgeable and quickly identified and solved the issue,
Endpoints,EP,Excellent service really appreciate,
SaaS Apps,SaaS,The failure of a critical function for the customer must not last more than one month.,
SaaS Apps,SaaS,"Superb Service, only need direct contact number for emergency",
Hybrid Workloads,Enterprise,Continue with the excellent job. Thank you,
SaaS Apps,SaaS,great support received from engineer,
Native Workloads,Enterprise,na,
SaaS Apps,SaaS,very good support,
Endpoints,EP,it's been very nice to handle the thing by your things an very nicely to aware to resolve issues an things thank you for your supports.,
SaaS Apps,SaaS,"Nope, great service!",
SaaS Apps,SaaS,Abhishek was very helpful with gathering the data requested.,
SaaS Apps,SaaS,"Our rep was fantastic, give him a raise.",
Hybrid Workloads,Enterprise,"Your Products work. But it's your support techs that make me continue to come back as a customer. Druva support is still one of the few companies with humans who answer emails and call you back, hold ypur hand and resolve all problems 5-Stars for the All-Stars",
SaaS Apps,SaaS,"Abdulkadir Lokhandwala immediately reached out to me after conducting his own troubleshooting of the issue with his analysis of the issue. A fantastic level of support was received. Thanks, Abdulkadir",
Hybrid Workloads,Enterprise,Thanks for prompt troubleshooting.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,I always appreciate your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Endpoints,EP,I always appreciate your prompt response. We look forward to working with you in the future.,
Hybrid Workloads,Enterprise,Good,
SaaS Apps,SaaS,Very good and responsive support. Keep up the good work.,
Endpoints,EP,keep on doing great work,
Endpoints,EP,"The product was not ""Updating"" because the version I was using for my new installs had been recalled due to a flaw. But Druva did NOT put out an annoucement. I had downloaded the version and continued to use it for all new installs. We are being brought into line with our parent companies proceedures and require change controls to be filled out for any modifactions to software installs. So we can not use the auto updater. I look for newer versions on the release date. Then download the current version. We then use Altiris to push the current version to all the users. If a flaw is found post release and no announcement is put out about it, I will continue to use the flawed version.",
Endpoints,EP,Sanjeev resolve the issue and helps a lot.,
SaaS Apps,SaaS,"support engineer was very professional and had good communication skills. Was able to resolve most of the issues immediately, this ticket was a combination of issues on one ticket, which I appreciated and he handled them all very well. the last issue was caused by our actions resolving other issues and it took a little longer to get resolved, but in the end was resolved. Happy Customer.",
SaaS Apps,SaaS,Druva is a very good solution for backup information.,
SaaS Apps,SaaS,thanks for good quality tech support on timely manner.,
SaaS Apps,SaaS,Need to find the cause of issues and resolve them,
Hybrid Workloads,Enterprise,Fantastic Job .. Keep it up ...,
Hybrid Workloads,Enterprise,"Pradeep has been great to work with. He knows his job and his ability to persist to find the solution for issues is highly appriciated A great ambassodor for Druva, Kudos !!!",
Endpoints,EP,Great support by Vikram,
Endpoints,EP,"Excellent support by Vikram. I will be preferred to work with him whenever I raised the case. Thank you, Vikram, for all your support and quick response.",
Endpoints,EP,Good.,
Native Workloads,Enterprise,Your support engineers that we have worked with have been amazing! We stopped using your product because there is not a local/on-premise application that can be used to manage the backups. If internet access in unavailable backups are not accessible even if cloudcache has been implemented. Storage costs for backups are also a concern. It is more cost effective to use another backup solution because of this.,
Hybrid Workloads,Enterprise,I don't have any feedback at this time.,
SaaS Apps,SaaS,awful,
SaaS Apps,SaaS,I received a callback within 30 minutes of putting in a LOW priority ticket. He got me in a Zoom meeting and shared his screen to help me see what I needed to change.,
Endpoints,EP,Quick assistance provided. Thank you Satish.,
SaaS Apps,SaaS,"Druva is hands down the best backup product we have used. Easy to setup, once setup it just runs without issue. On the rare occasion we do have an issue, it is normally resolved on the first call",
Endpoints,EP,Druva's technical support staff is the best 👍,
SaaS Apps,SaaS,"So far, everything has met or surpassed my expectations.",
Hybrid Workloads,Enterprise,Appreciate the support given by Sudhakar,
SaaS Apps,SaaS,"Rahul was a pleasure to speak with, answered all my questions and understood the issue from my perspective.",
Hybrid Workloads,Enterprise,"Awesome support, thank you!",
